  0.627684222262589       1.035886701971269E-009  5.342323513427788E-003
  0.642355645481835       1.110235877367048E-009  5.580025734416335E-003
  0.657369996962846       1.189921350517700E-009  5.828620240138332E-003
  0.672735292273775       1.275326125990218E-009  6.088613999354726E-003
  0.688459734337802       1.366860697915533E-009  6.360537766451134E-003
  0.704551717812342       1.464965023009704E-009  6.644947201893106E-003
  0.721019833570630       1.570110635205671E-009  6.942424045568262E-003
  0.737872873288042       1.682802912059441E-009  7.253577345513575E-003
  0.755119834135627       1.803583503824104E-009  7.579044744645184E-003
  0.772769923583336       1.933032936866900E-009  7.919493828230803E-003
  0.790832564315529       2.071773403942537E-009  8.275623534975464E-003
  0.809317399261372       2.220471754734095E-009  8.648165634726082E-003
  0.828234296742818       2.379842701035400E-009  9.037886275942840E-003
  0.847593355742910       2.550652251980435E-009  9.445587606234259E-003
  0.867404911297229       2.733721395831064E-009  9.872109469408443E-003
  0.887679540011362       2.929930046019408E-009  1.031833118265644E-002
  0.908428065707335       3.140221270411341E-009  1.078517339765451E-002
  0.929661565202017       3.365605824118881E-009  1.127360004955081E-002
  0.951391374220602       3.607167007648207E-009  1.178462039799025E-002
  0.973629093448296       3.866065873733799E-009  1.231929116452670E-002
  0.996386594723475       4.143546807885073E-009  1.287871877097826E-002
   1.01967602737558       4.440943509468189E-009  1.346406168349562E-002
   1.04350982471115       4.759685402070798E-009  1.407653286734034E-002
   1.06790071065153       5.101304503960867E-009  1.471740235760524E-002
   1.09286170652557       5.467442791662126E-009  1.538799995135608E-002
   1.11840613802131       5.859860092038814E-009  1.608971802693442E-002
   1.14454764229995       6.280442540822680E-009  1.682401449643079E-002
   1.17130017527624       6.731211648237758E-009  1.759241589762346E-002
   1.19867801906895       7.214334015296411E-009  1.839652063197365E-002
   1.22669578962557       7.732131747467592E-009  1.923800235558179E-002
   1.25536844452518       8.287093615770141E-009  2.011861353033429E-002
   1.28471129096367       8.881887018936373E-009  2.104018914281256E-002
   1.31473999392569       9.519370804141591E-009  2.200465059889447E-002
   1.34547058454755       1.020260900792173E-008  2.301400980235255E-002
   1.37691946867560       1.093488558332425E-008  2.407037342614720E-002
   1.40910343562468       1.171972018407762E-008  2.517594738552219E-002
   1.44203966714126       1.256088508164536E-008  2.633304152244316E-002
   1.47574574657608       1.346242329647551E-008  2.754407451136895E-002
   1.51023966827125       1.442866803059282E-008  2.881157899681805E-002
   1.54553984716667       1.546426349493518E-008  3.013820697368845E-002
   1.58166512863106       1.657418723154028E-008  3.152673542180582E-002
   1.61863479852274       1.776377403787274E-008  3.298007220671848E-002
   1.65646859348564       1.903874160828318E-008  3.450126225932601E-002
   1.69518671148582       2.040521801584346E-008  3.609349404752143E-002
   1.73480982259446       2.186977116664849E-008  3.776010635365439E-002
   1.77535908002272       2.343944036815524E-008  3.950459537227023E-002
   1.81685613141467       2.512177016329071E-008  4.133062214326881E-002
   1.85932313040403       2.692484659295102E-008  4.324202033633728E-002
   1.90278274844120       2.885733606118563E-008  4.524280440326674E-002
   1.94725818689659       3.092852698987036E-008  4.733717811554333E-002
   1.99277318944695       3.314837446308055E-008  4.952954350542840E-002
   2.03935205475115       3.552754807574548E-008  5.182451022960453E-002
   2.08701964942231       3.807748321656635E-008  5.422690537536437E-002
   2.13580142130305       4.081043603168691E-008  5.674178373026584E-002
   2.18572341305115       4.373954233329698E-008  5.937443853716592E-002
   2.23681227604263       4.687888073631048E-008  6.213041275757852E-002
   2.28909528459991       5.024354032658141E-008  6.501551086739438E-002
   2.34260035055247       5.384969318590203E-008  6.803581121012746E-002
   2.39735603813789       5.771467212237125E-008  7.119767893405310E-002
   2.45339157925114       6.185705397974071E-008  7.450777954083868E-002
   2.51073688905036       6.629674892616110E-008  7.797309307458349E-002
   2.56942258192734       7.105509615149096E-008  8.160092898154479E-002
   2.62947998785138       7.615496643313270E-008  8.539894167226011E-002
   2.69094116909510       8.162087206337381E-008  8.937514681927772E-002
   2.75383893735121       8.747908466659395E-008  9.353793842527443E-002
   2.81820687124936       9.375776147262095E-008  9.789610669798815E-002
   2.88407933428252       1.004870806531628E-007  0.102458856770113     
   2.95149149315217       1.076993863718041E-007  0.107235828304105     
   3.02047933654251       1.154293442447425E-007  0.112237116023747     
   3.09107969433334       1.237141079594814E-007  0.117473291216284     
   3.16333025726211       1.325934978523222E-007  0.122955424251031     
   3.23726959704549       1.421101923029819E-007  0.128695108162503     
   3.31293718697127       1.523099328662654E-007  0.134704483348413     
